0x5b8,Flag 1 - 8,Flag 9 - 16,Flag 17 - 24,Flag 25 - 32,Flag 33 - 40,Flag 41 - 48,Flag 49 - 56,Flag 57 - 63,Character Pointer,Face Pointer,Asset Pointer,Character Name Pointer,Character Description Pointer,Attack Stance Pointer,Defense Stance Pointer,Character ID,Support Route,Army ID,Replace this Character ID from GameData,Parent,Class 1,Class 2,Support ID,Level,Internal level,Enemy/Ally Flag,##UNKNOWN##,Base HP,Base Strength,Base Skill,Base Speed,Base Luck,Base Defense,Base Resistance,Base Mov,HP Cap,Strength Cap,Skill Cap,Speed Cap,Luck Cap,Defense Cap,Resistance Cap,Mov Cap,HP Growth,Strength Growth,Skill Growth,Speed Growth,Luck Growth,Defense Growth,Resistance Growth,Mov Growth,##UNKNOWN##,Sword/Katana Rank,Lance/Naginata Rank,Axe/Club Rank,Shuriken/Dagger Rank,Bow/Yumi Rank,Tome/Scroll Rank,Staff/Rod Rank,Stone Rank,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill Flags 1 - 8,Skill Flags 9 - 16,Personal Skill (Birthright),Personal Skill (Conquest),Personal Skill (Revelation),Day of birth,Month of birth,Reclass option 1,Reclass Option 2,Parent ID,Child ID,Support Index (parent - child and sibling support),Level Cap / 10,Amiibo,Combat Music Pointer,Enemy Voice Pointer,Amiibo weapon 1,Amiibo weapon 2,unk,unk,unk,unk,unk
CBA,0x0,0x0,0x0,0x0,0xbe,0x27,0x1,0x0,0x14de0,0x13d30,0x14dea,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,19962,1,0,0x3c23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xcb,0x27,0x1,0x0,0x14b01,0x14cf8,0x14b1a,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18475,1,0,0x3e800000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xda,0x27,0x1,0x0,0x14b25,0x14b35,0x14b44,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18538,1,0,0x3db851ec,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xed,0x27,0x1,0x0,0x14d14,0x14d22,0x14d2f,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18538,1,0,0x3e3851ec,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xfe,0x27,0x1,0x0,0x14b5c,0x14b6c,0x14b7b,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18605,1,0,0x3c23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x11,0x28,0x1,0x0,0x14d3c,0x14d4a,0x14d57,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18605,1,0,0x3ca3d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x22,0x28,0x1,0x0,0x14d64,0x14d70,0x14d7b,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x31,0x28,0x1,0x0,0x14bc4,0x14bd0,0x14bdb,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x149f7000149ec000153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18948,1,0,0x3da3d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x40,0x28,0x1,0x0,0x14d86,0x14d90,0x14d99,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x0,0x0,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18665,1,0,0x3e800000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x4d,0x28,0x1,0x0,0x14be6,0x1422f,0x14bf0,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fb6000153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fd8,1,0,0x2fd8,0x1,0x0,0x0,18729,1,0,0x3d23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x5c,0x28,0x1,0x0,0x14be6,0x1422f,0x14bf0,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fb6000153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fe4,1,0,0x2fe4,0x1,0x0,0x0,18729,1,0,0x3c23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x6b,0x28,0x1,0x0,0x14b8a,0x14b9e,0x14bb1,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18802,1,0,0x3d23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x82,0x28,0x1,0x0,0x14c7e,0x13544,0x14ad9,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x95,0x28,0x1,0x0,0x14c15,0x13a6f,0x14c23,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xa6,0x28,0x1,0x0,0x14e75,0x13d88,0x14e81,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xb5,0x28,0x1,0x0,0x14bf9,0x1369a,0x14c05,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xc4,0x28,0x1,0x0,0x14c35,0x13ccf,0x14c45,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xd7,0x28,0x1,0x0,0x14c8e,0x1386c,0x14ca2,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xee,0x28,0x1,0x0,0x153e5,0x13c95,0x15091,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3008,1,0,0x3008,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xfb,0x28,0x1,0x0,0x14e0e,0x13f48,0x14e1a,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f84,1,0,0x2f84,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xc,0x29,0x1,0x0,0x14e0e,0x13f48,0x14e1a,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fca,1,0,0x2fca,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x1d,0x29,0x1,0x0,0x14e2c,0x14199,0x14e38,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x2805,0x4b0a,0x32,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x305c,1,0,0x305c,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x30,0x29,0x1,0x0,0x14eaa,0x14eb4,0x14ebf,0x1479e,0x0,0x153d6,0x101,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x309c,1,0,0x309c,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x3d,0x29,0x1,0x0,0x153ef,0x13659,0x150a9,0x1479e,0x0,0x153d6,0x101,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x54,0x29,0x1,0x0,0x15403,0x150d5,0x150ec,0x1479e,0x0,0x153d6,0x101,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x6d,0x29,0x1,0x0,0x15419,0x134b0,0x14f3b,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0x500,80,28,23,20,0,14,12,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x7c,0x29,0x1,0x0,0x15419,0x138dd,0x15423,0x14ae8,0x0,0x14af1,0x101,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0x500,80,26,22,23,0,13,15,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1542e00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x8b,0x29,0x1,0x0,0x14cb5,0x13a35,0x14cbf,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0x500,80,29,25,23,0,14,10,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x98,0x29,0x1,0x0,0x14cce,0x13c26,0x14cd8,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0xa00,83,31,27,25,0,16,11,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xa5,0x29,0x1,0x0,0x14ce1,0x1411d,0x14ced,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0xf00,85,33,29,27,0,18,12,1,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xb4,0x29,0x1,0x0,0x14de0,0x13d30,0x14dea,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0x500,88,30,22,20,0,15,8,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,19962,1,0,0x3d4ccccd,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xc1,0x29,0x1,0x0,0x14da2,0x13714,0x14db2,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0x500,84,29,24,16,0,13,10,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xd4,0x29,0x1,0x0,0x14dc1,0x140a7,0x14dd1,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0xa00,87,31,26,17,0,14,10,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xe7,0x29,0x1,0x0,0x14e43,0x13f07,0x14e53,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0xa00,88,33,27,18,0,16,11,1,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xfa,0x29,0x1,0x0,0x14c7e,0x13544,0x14ad9,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0x500,84,30,22,16,0,16,9,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xd,0x2a,0x1,0x0,0x14c15,0x13a6f,0x14c23,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0xa00,88,33,23,14,0,19,10,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x1e,0x2a,0x1,0x0,0x14e75,0x13d88,0x14e81,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0xf00,91,36,25,15,0,22,11,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x2d,0x2a,0x1,0x0,0x14bf9,0x1369a,0x14c05,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0x500,84,28,23,19,0,13,10,1,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x3c,0x2a,0x1,0x0,0x15403,0x150d5,0x150ec,0x14ae8,0x0,0x14af1,0x101,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0xf00,80,28,24,24,0,16,16,1,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1542e00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x55,0x2a,0x1,0x0,0x14c8e,0x1386c,0x14ca2,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0xf00,90,33,25,18,0,20,10,1,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x6c,0x2a,0x1,0x0,0x153e5,0x13c95,0x15091,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0xf00,82,26,26,15,0,15,15,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x30aa,1,0,0x30aa,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x79,0x2a,0x1,0x0,0x14eaa,0x14eb4,0x14ebf,0x14ae8,0x0,0x14af1,0x101,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0xf00,76,24,23,17,0,14,18,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1542e00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x309c,1,0,0x309c,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x86,0x2a,0x1,0x0,0x14e0e,0x13f48,0x14e1a,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x0,0x1fa,0,0,0,0x1400,80,25,22,15,0,16,14,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fae,1,0,0x2fae,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x97,0x2a,0x1,0x0,0x14e2c,0x14199,0x14e38,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x2805,0x4b0a,0x0,0x1fa,0,0,0,0xf00,84,27,28,16,0,16,14,2,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x308c,1,0,0x308c,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
